city,pop,lat,lon,tz
Bolgatanga - GH,81958,10.7856,-0.85139,Africa/Accra
Bollullos de la Mitacion - ES,6499,37.3401,-6.13719,Europe/Madrid
Bologna - IT,394843,44.4938,11.3387,Europe/Rome
Bolu - TR,184682,40.7358,31.6061,Europe/Istanbul
Bomet - KE,11765,-0.78129,35.3416,Africa/Nairobi
Bonao - DO,73269,18.9415,-70.4111,America/Santo_Domingo
Bondoukou - CI,141568,8.0402,-2.80003,Africa/Abidjan
Bonga - ET,56000,7.28889,36.2417,Africa/Addis_Ababa
Bongor - TD,63699,10.2809,15.3742,Africa/Ndjamena
Bor - SS,26782,6.20889,31.5586,Africa/Juba
Bordeaux - FR,260958,44.8412,-0.58046,Europe/Paris
Bordj Bou Arreridj - DZ,158812,36.0739,4.76139,Africa/Algiers
Bosaso - SO,74287,11.2842,49.1816,Africa/Mogadishu
Bosilovo - MK,12447,41.4406,22.7279,Europe/Skopje
Bossangoa - CF,55353,6.49263,17.4552,Africa/Bangui
Boston - US,653833,42.3584,-71.0598,America/New_York
Botosani - RO,90010,47.75,26.6667,Europe/Bucharest
Bouake - CI,832371,7.69385,-5.03031,Africa/Abidjan
Bouar - CF,71680,5.93404,15.596,Africa/Bangui
Bouira - DZ,68545,36.3749,3.902,Africa/Algiers
Boumerdas - DZ,28996,36.7664,3.47717,Africa/Algiers
Bozhou - CN,1409436,33.8772,115.77,Asia/Shanghai
Bozoum - CF,20665,6.31933,16.3799,Africa/Bangui
Braga - PT,121394,41.5514,-8.42311,Europe/Lisbon
Braganca - PT,34375,41.8072,-6.75898,Europe/Lisbon
Braila - RO,154686,45.2715,27.9743,Europe/Bucharest
Brasilia - BR,2207718,-15.7797,-47.9297,America/Sao_Paulo
Brasov - RO,253200,45.6486,25.6061,Europe/Bucharest
Bratislava - SK,423737,48.1482,17.1067,Europe/Bratislava
Brazzaville - CG,1982000,-4.26613,15.2832,Africa/Brazzaville
Brcko - BA,38968,44.8716,18.8163,Europe/Sarajevo
Bregenz - AT,29806,47.5031,9.7471,Europe/Vienna
Bremen - DE,546501,53.0758,8.80717,Europe/Berlin
Brest - BY,344470,52.1089,23.7175,Europe/Minsk
Bria - CF,47226,6.54233,21.9863,Africa/Bangui
Bridgetown - BB,98511,13.1073,-59.6202,America/Barbados
Brikama - GM,97233,13.2714,-16.6494,Africa/Banjul
Brisbane - AU,2780063,-27.4679,153.028,Australia/Brisbane
Brno - CZ,379466,49.1952,16.608,Europe/Prague
Brokopondo - SR,14662,5.05594,-54.9804,America/Paramaribo
Brooklyn - US,2736074,40.6501,-73.9496,America/New_York
Brussels - BE,1019022,50.8505,4.34878,Europe/Brussels
Brvenica - MK,16267,41.9671,20.9809,Europe/Skopje
Bryansk - RU,427236,53.271,34.3214,Europe/Moscow
Bubanza - BI,30996,-3.0804,29.391,Africa/Bujumbura
Bucaramanga - CO,581130,7.125,-73.1189,America/Bogota
Buchanan - LR,75854,5.87693,-10.0496,Africa/Monrovia
Bucharest - RO,1877155,44.4323,26.1063,Europe/Bucharest
Budapest - HU,1741041,47.4984,19.0404,Europe/Budapest
Budta - PH,1273715,7.20417,124.44,Asia/Manila
Budva - ME,18000,42.2872,18.8392,Europe/Podgorica
Buea - CM,140533,4.15342,9.24231,Africa/Douala
Buenos Aires - AR,2891082,-34.6131,-58.3772,America/Argentina/Buenos_Aires
Bujumbura - BI,769317,-3.38193,29.3614,Africa/Bujumbura
Bukavu - CD,816811,-2.49077,28.8428,Africa/Lubumbashi
Bukhara - UZ,280187,39.7703,64.4307,Asia/Samarkand
Bukoba - TZ,144938,-1.33167,31.8122,Africa/Dar_es_Salaam
Bulawayo - ZW,665952,-20.15,28.5833,Africa/Harare
Bulgan - MN,17348,48.8125,103.535,Asia/Ulaanbaatar
Bungoma - KE,68031,0.5635,34.5605,Africa/Nairobi
Bunia - CD,399282,1.55941,30.2522,Africa/Lubumbashi
Buon Ma Thuot - VN,434256,12.6675,108.038,Asia/Ho_Chi_Minh
Burao - SO,99270,9.52213,45.5336,Africa/Mogadishu
Buraydah - SA,745353,26.326,43.975,Asia/Riyadh
Burdur - TR,95436,37.7203,30.2908,Europe/Istanbul
Burgas - BG,195966,42.5065,27.4689,Europe/Sofia
Buri Ram - TH,28283,14.9943,103.104,Asia/Bangkok
Bursa - TR,3101833,40.1956,29.0601,Europe/Istanbul
Busan - KR,3343903,35.1017,129.03,Asia/Seoul
Bushehr - IR,165377,28.9689,50.8366,Asia/Tehran
Busia - KE,71886,0.46005,34.1117,Africa/Nairobi
Buta - CD,80751,2.78582,24.73,Africa/Lubumbashi
Butha-Buthe - LS,40599,-28.7666,28.2494,Africa/Maseru
Butuan - PH,309709,8.94917,125.544,Asia/Manila
Butwal - NP,195054,27.7005,83.4484,Asia/Kathmandu
Buzau - RO,103481,45.15,26.8333,Europe/Bucharest
Bydgoszcz - PL,366452,53.1235,18.0076,Europe/Warsaw
Byumba - RW,43134,-1.5763,30.0675,Africa/Kigali
Ca Mau - VN,226372,9.17682,105.152,Asia/Ho_Chi_Minh
Caacupe - PY,56864,-25.3858,-57.1422,America/Asuncion
Caazapa - PY,23996,-26.1966,-56.3679,America/Asuncion
Cabinda - AO,550000,-5.56198,12.1948,Africa/Luanda
Cabo Rojo - PR,10839,18.0866,-67.1457,America/Puerto_Rico
Cacheu - GW,10490,12.2744,-16.1653,Africa/Bissau
Cagayan de Oro - PH,741617,8.48222,124.647,Asia/Manila
Cagliari - IT,149257,39.2305,9.11917,Europe/Rome
Caguas - PR,86804,18.2341,-66.0485,America/Puerto_Rico
Cahul - MD,34492,45.9046,28.1952,Europe/Chisinau
Cairo - EG,9606916,30.0626,31.2497,Africa/Cairo
Cajamarca - PE,201329,-7.16378,-78.5003,America/Lima
Cakovec - HR,15078,46.3844,16.4339,Europe/Zagreb
Calabar - NG,540000,4.95893,8.32695,Africa/Lagos
Calamba - PH,575046,14.2117,121.165,Asia/Manila
Calapan - PH,66008,13.4117,121.18,Asia/Manila
Calarasi - MD,14066,47.2555,28.3095,Europe/Chisinau
Calgary - CA,1306784,51.0501,-114.085,America/Edmonton
Cali - CO,2392877,3.43054,-76.5199,America/Bogota
Callao - PE,1300000,-12.0516,-77.1345,America/Lima
Caloocan City - PH,1712945,14.6495,120.968,Asia/Manila
Camagueey - CU,347562,21.3808,-77.9169,America/Havana
Camayenne - GN,1871242,9.535,-13.6878,Africa/Conakry
Campeche - MX,220389,19.8407,-90.5168,America/Merida
Campinas - BR,1031554,-22.9056,-47.0608,America/Sao_Paulo
Campo Grande - BR,906092,-20.4428,-54.6464,America/Campo_Grande
Campobasso - IT,49230,41.5595,14.6674,Europe/Rome
Campos dos Goytacazes - BR,511168,-21.7523,-41.3304,America/Sao_Paulo
Can Tho - VN,1507187,10.0371,105.788,Asia/Ho_Chi_Minh
Canakkale - TR,143622,40.1555,26.4127,Europe/Istanbul
Canberra - AU,367752,-35.2835,149.128,Australia/Sydney
Canelones - UY,19698,-34.5238,-56.2822,America/Montevideo
Cangzhou - CN,527681,38.3112,116.853,Asia/Shanghai
Cankiri - TR,90564,40.5999,33.6153,Europe/Istanbul
Cao Bang - VN,73549,22.6657,106.258,Asia/Bangkok
Cao Lanh - VN,211912,10.4602,105.633,Asia/Ho_Chi_Minh
Cap-Haitien - HT,134815,19.7594,-72.1981,America/Port-au-Prince
Cape Coast - GH,212426,5.10535,-1.2466,Africa/Accra
Cape Town - ZA,4772846,-33.9258,18.4232,Africa/Johannesburg
Caracas - VE,3000000,10.488,-66.8792,America/Caracas
Cardiff - GB,372089,51.48,-3.18,Europe/London
Carnot - CF,129032,4.94273,15.8773,Africa/Bangui
Carolina - PR,170404,18.3808,-65.9574,America/Puerto_Rico
Carson City - US,58639,39.1638,-119.767,America/Los_Angeles
Cartagena - CO,914552,10.3982,-75.4933,America/Bogota
Cartago - CR,26594,9.86371,-83.9195,America/Costa_Rica
Casablanca - MA,3665954,33.5883,-7.61138,Africa/Casablanca
Castelo Branco - PT,33479,39.8236,-7.49101,Europe/Lisbon
Castries - LC,20000,13.9957,-61.0061,America/St_Lucia
Catamarca - AR,159139,-28.4696,-65.7852,America/Argentina/Catamarca
Catano - PR,28093,18.4413,-66.1182,America/Puerto_Rico
Catanzaro - IT,78970,38.8825,16.6009,Europe/Rome
Causeni - MD,21690,46.6374,29.4109,Europe/Chisinau
Caxito - AO,55000,-8.57848,13.6642,Africa/Luanda
Cayenne - GF,61550,4.9381,-52.3346,America/Cayenne
Cayey - PR,18494,18.1119,-66.166,America/Puerto_Rico
Cebu City - PH,965332,10.3167,123.891,Asia/Manila
Ceerigaabo - SO,33853,10.6162,47.368,Africa/Mogadishu
Celje - SI,38059,46.2309,15.2604,Europe/Ljubljana
Centar Zupa - MK,45412,41.4785,20.5594,Europe/Skopje
Central - HK,11077,22.283,114.158,Asia/Hong_Kong
Centre de Flacq - MU,17710,-20.1897,57.7144,Indian/Mauritius
Cerro de Pasco - PE,58899,-10.6658,-76.2531,America/Lima
Cesis - LV,14699,57.3119,25.2746,Europe/Riga
Ceske Budejovice - CZ,93426,48.9745,14.4743,Europe/Prague
Cetinje - ME,15137,42.3906,18.9142,Europe/Podgorica
Ceuta - ES,83179,35.8892,-5.32042,Europe/Madrid
Chachapoyas - PE,32026,-6.23169,-77.869,America/Lima
Chachoengsao - TH,49741,13.6882,101.072,Asia/Bangkok
Chaguanas - TT,67433,10.5167,-61.4167,America/Port_of_Spain
Chai Nat - TH,15469,15.1864,100.124,Asia/Bangkok
Chaiyaphum - TH,58350,15.8105,102.029,Asia/Bangkok
Chake Chake - TZ,52047,-5.24586,39.7666,Africa/Dar_es_Salaam
Chalatenango - SV,19364,14.0414,-88.9395,America/El_Salvador
Chandigarh - IN,970602,30.7363,76.7884,Asia/Kolkata
Changchun - CN,4714996,43.88,125.323,Asia/Shanghai
Changde - CN,1457419,29.0321,111.698,Asia/Shanghai
Changsha - CN,3093980,28.1987,112.971,Asia/Shanghai
Changshu - CN,1677050,31.6461,120.742,Asia/Shanghai
Changwon - KR,1025702,35.2281,128.681,Asia/Seoul
Changzhi - CN,1214940,36.1839,113.105,Asia/Shanghai
Changzhou - CN,3290918,31.7736,119.954,Asia/Shanghai
Chanthaburi - TH,99819,12.6096,102.104,Asia/Bangkok
Chaozhou - CN,1750945,23.654,116.623,Asia/Shanghai
Charikar - AF,53676,35.0136,69.1714,Asia/Kabul
Charleston - US,46838,38.3498,-81.6326,America/New_York
Charlotte - US,911311,35.2271,-80.8431,America/New_York
Charlotte Amalie - VI,20000,18.3419,-64.9307,America/St_Thomas
Charlottetown - CA,38809,46.2346,-63.1256,America/Halifax
Chattogram - BD,3920222,22.3384,91.8317,Asia/Dhaka
Cheboksary - RU,492331,56.1322,47.246,Europe/Moscow
Chelyabinsk - RU,1202371,55.1611,61.4288,Asia/Yekaterinburg
Chengdu - CN,13568357,30.6667,104.067,Asia/Shanghai
Chennai - IN,4681087,13.0878,80.2785,Asia/Kolkata
Chenzhou - CN,822534,25.8,113.033,Asia/Shanghai
Cheongju-si - KR,853938,36.6372,127.49,Asia/Seoul
Cherkasy - UA,272651,49.4445,32.0574,Europe/Kyiv
Cherkessk - RU,122395,44.2238,42.0462,Europe/Moscow
Chernihiv - UA,285234,51.5054,31.2866,Europe/Kyiv
Chernivtsi - UA,265471,48.2904,25.9324,Europe/Kyiv
Chetumal - MX,169028,18.5196,-88.304,America/Cancun
Cheyenne - US,65132,41.14,-104.82,America/Denver
Chiang Mai - TH,127240,18.7904,98.9847,Asia/Bangkok
Chiang Rai - TH,78756,19.9086,99.8325,Asia/Bangkok
Chiba - JP,979768,35.6,140.117,Asia/Tokyo
Chicago - US,2664452,41.85,-87.65,America/Chicago
Chiclayo - PE,552508,-6.77008,-79.855,America/Lima
Chihuahua - MX,925762,28.6353,-106.089,America/Chihuahua
Chillan - CL,150396,-36.6066,-72.1034,America/Santiago
Chilpancingo - MX,187251,17.5523,-99.5012,America/Mexico_City
Chimaltenango - GT,96985,14.6588,-90.8216,America/Guatemala
Chimoio - MZ,422046,-19.1164,33.4833,Africa/Maputo
Chinandega - NI,126387,12.6295,-87.1313,America/Managua
Chinhoyi - ZW,90800,-17.3667,30.2,Africa/Harare
Chinsali - ZM,38805,-10.5414,32.0816,Africa/Lusaka
Chipata - ZM,327059,-13.6333,32.65,Africa/Lusaka
Chiquimula - GT,111505,14.8009,-89.5464,America/Guatemala
Chisinau - MD,635994,47.009,28.8594,Europe/Chisinau
Chita - RU,349005,52.0431,113.492,Asia/Chita
Chizhou - CN,615274,30.6613,117.478,Asia/Shanghai
Chlef - DZ,178616,36.1653,1.33452,Africa/Algiers
Choibalsan - MN,44835,48.0726,114.533,Asia/Ulaanbaatar
Choma - ZM,98974,-16.8089,26.9875,Africa/Lusaka
Chon Buri - TH,219164,13.3622,100.983,Asia/Bangkok
Chongjin - KP,327000,41.7956,129.776,Asia/Pyongyang
Chongqing - CN,7457599,29.5603,106.558,Asia/Shanghai
Choyr - MN,10434,46.3611,108.361,Asia/Ulaanbaatar
Christchurch - NZ,412000,-43.5333,172.633,Pacific/Auckland
Chumphon - TH,55835,10.4957,99.1797,Asia/Bangkok
Chuncheon - KR,286124,37.8747,127.734,Asia/Seoul
Chur - CH,35373,46.8499,9.53287,Europe/Zurich
Chuxiong - CN,555081,25.0364,101.546,Asia/Shanghai
Chuzhou - CN,782671,32.3219,118.298,Asia/Shanghai
Cibitoke - BI,36959,-2.8869,29.1248,Africa/Bujumbura
Ciego de Avila - CU,142027,21.8422,-78.7603,America/Havana
Cienfuegos - CU,186644,22.1468,-80.4481,America/Havana
Cimislia - MD,12464,46.5263,28.7649,Europe/Chisinau
Ciudad Bolivar - VE,412619,8.12366,-63.5469,America/Caracas
Ciudad Choluteca - HN,75872,13.3057,-87.1788,America/Tegucigalpa
Ciudad del Este - PY,301815,-25.5036,-54.6507,America/Asuncion
Ciudad Guayana - VE,978202,8.35122,-62.641,America/Caracas
Ciudad Juarez - MX,1512450,31.7202,-106.461,America/Ciudad_Juarez
Ciudad Nezahualcoyotl - MX,1104585,19.4006,-99.0148,America/Mexico_City
Ciudad Victoria - MX,332100,23.7406,-99.1436,America/Monterrey
Cixi - CN,1457510,30.1764,121.246,Asia/Shanghai
Cluj-Napoca - RO,286598,46.7667,23.6,Europe/Bucharest
Coamo - PR,11940,18.08,-66.358,America/Puerto_Rico
Coban - GT,212047,15.4703,-90.3745,America/Guatemala
Cobija - BO,26585,-11.0267,-68.7692,America/La_Paz
Cochabamba - BO,841276,-17.3819,-66.1599,America/La_Paz
Cockburn Town - TC,3720,21.4612,-71.1419,America/Grand_Turk
Coimbatore - IN,2136916,11.0055,76.9661,Asia/Kolkata
Coimbra - PT,106582,40.2069,-8.41996,Europe/Lisbon
Cojutepeque - SV,48411,13.7197,-88.9331,America/El_Salvador
Colima - MX,146965,19.2447,-103.713,America/Mexico_City
Colombo - LK,648034,6.93548,79.8487,Asia/Colombo
Colon - PA,76643,9.36025,-79.9002,America/Panama
Colonia del Sacramento - UY,21714,-34.4626,-57.8398,America/Montevideo
Columbia - US,142416,34.0007,-81.0348,America/New_York
Columbus - US,913175,39.9612,-82.9988,America/New_York
Comayagua - HN,58784,14.4558,-87.6397,America/Tegucigalpa
Comendador - DO,12070,18.8775,-71.7032,America/Santo_Domingo
Comilla - BD,1030000,23.4619,91.185,Asia/Dhaka
Comrat - MD,22911,46.2949,28.6571,Europe/Chisinau
Conakry - GN,1928389,9.53795,-13.6773,Africa/Conakry
Concepcion - CL,223574,-36.827,-73.0498,America/Santiago
Concepcion - PY,48123,-23.3999,-57.4324,America/Asuncion
Concord - US,43976,43.2081,-71.5376,America/New_York
Constanta - RO,317832,44.1807,28.6343,Europe/Bucharest
Constantine - DZ,448028,36.365,6.61472,Africa/Algiers
Copenhagen - DK,1153615,55.6759,12.5655,Europe/Copenhagen
Copiapo - CL,129280,-27.3674,-70.3322,America/Santiago
Cordoba - AR,2106734,-31.4065,-64.1885,America/Argentina/Cordoba
Corfu - GR,40047,39.6244,19.9202,Europe/Athens
Coro - VE,246657,11.4077,-69.6782,America/Caracas
Coronel Oviedo - PY,51286,-25.4461,-56.4393,America/Asuncion
Corozal - PR,11297,18.3411,-66.3168,America/Puerto_Rico
Corrientes - AR,346334,-27.4678,-58.8344,America/Argentina/Cordoba
Corum - TR,269595,40.5489,34.9533,Europe/Istanbul
Cotabato - PH,383383,7.22361,124.246,Asia/Manila
Cotui - DO,41641,19.0539,-70.1512,America/Santo_Domingo
Coyhaique - CL,45787,-45.5752,-72.0662,America/Coyhaique
Craiova - RO,234140,44.3167,23.8,Europe/Bucharest
Cucuta - CO,777106,7.90745,-72.5049,America/Bogota
Cuenca - EC,636996,-2.8953,-78.9963,America/Guayaquil
Cuernavaca - MX,338650,18.9261,-99.2308,America/Mexico_City
Cuiaba - BR,618124,-15.5961,-56.0967,America/Cuiaba
Cuilapa - GT,41359,14.2754,-90.2986,America/Guatemala
Cuito - AO,355423,-12.3833,16.9333,Africa/Luanda
Culiacan - MX,808416,24.8021,-107.394,America/Mazatlan
Cumana - VE,405626,10.4639,-64.1786,America/Caracas
Curitiba - BR,1948626,-25.4278,-49.2731,America/Sao_Paulo
Cusco - PE,428450,-13.5319,-71.967,America/Lima
Da Lat - VN,258014,11.9465,108.442,Asia/Ho_Chi_Minh
Da Nang - VN,1276000,16.0678,108.221,Asia/Ho_Chi_Minh
Daegu - KR,2365523,35.8703,128.591,Asia/Seoul
Daejeon - KR,1470336,36.3491,127.385,Asia/Seoul
Dajabon - DO,16398,19.5481,-71.7082,America/Santo_Domingo
Dakar - SN,2646503,14.6937,-17.4441,Africa/Dakar
Dakhla - EH,75000,23.6848,-15.958,Africa/El_Aaiun
Dalandzadgad - MN,24863,43.5708,104.425,Asia/Ulaanbaatar
Dalian - CN,4913879,38.9122,121.602,Asia/Shanghai
Dallas - US,1326087,32.7831,-96.8067,America/Chicago
Daloa - CI,421871,6.87735,-6.45022,Africa/Abidjan
Daman - IN,44282,20.4143,72.8324,Asia/Kolkata
Damanhur - EG,318207,31.0341,30.4682,Africa/Cairo
Damascus - SY,1569394,33.5102,36.2913,Asia/Damascus
Damaturu - NG,46000,11.747,11.9608,Africa/Lagos
Dambai - GH,22445,8.06616,0.17947,Africa/Accra
Damietta - EG,305920,31.4165,31.8133,Africa/Cairo
Dammam - SA,1252523,26.4344,50.1033,Asia/Riyadh
Damongo - GH,23544,9.08296,-1.81884,Africa/Accra
Dapaong - TG,58071,10.8622,0.20762,Africa/Lome
Daqing - CN,1604027,46.5833,125.0,Asia/Shanghai
Dar es Salaam - TZ,5383728,-6.82349,39.2695,Africa/Dar_es_Salaam
Dar Naim - MR,61089,18.1081,-15.9267,Africa/Nouakchott
Dar'a - SY,97969,32.6189,36.1021,Asia/Damascus
Darhan - MN,83883,49.4867,105.923,Asia/Ulaanbaatar
Darnah - LY,102581,32.767,22.6367,Africa/Tripoli
Daru - PG,15214,-9.07786,143.209,Pacific/Port_Moresby
Darwin - AU,139902,-12.4611,130.842,Australia/Darwin
Dasoguz - TM,166500,41.8362,59.9666,Asia/Ashgabat
Dassa-Zoume - BJ,29461,7.75,2.18333,Africa/Porto-Novo
Datong - CN,1850000,40.0936,113.291,Asia/Shanghai
Daugavpils - LV,77799,55.8833,26.5333,Europe/Riga
Davao - PH,1848947,7.07306,125.613,Asia/Manila
David - PA,81957,8.42729,-82.4309,America/Panama
Dawei - MM,136783,14.0823,98.1915,Asia/Yangon
Dazhou - CN,1589435,31.2106,107.463,Asia/Shanghai
Debar - MK,18074,41.5229,20.522,Europe/Skopje
Debrecen - HU,202402,47.5317,21.6244,Europe/Budapest
Dededo Village - GU,44943,13.5178,144.839,Pacific/Guam
Dedougou - BF,63617,12.4634,-3.46075,Africa/Ouagadougou
Dehra Dun - IN,522081,30.3244,78.0339,Asia/Kolkata
Deir ez-Zor - SY,271800,35.3359,40.1408,Asia/Damascus
Delcevo - MK,17415,41.9672,22.7694,Europe/Skopje
Delemont - CH,12682,47.3649,7.34453,Europe/Zurich
Delhi - IN,11034555,28.6519,77.2315,Asia/Kolkata
Dembeni - YT,10141,-12.8436,45.1844,Indian/Mayotte
Denizli - TR,313238,37.7742,29.0875,Europe/Istanbul
Dennery - LC,12589,13.9141,-60.8913,America/St_Lucia
Denpasar - ID,725314,-8.65,115.217,Asia/Makassar
Denver - US,729019,39.7392,-104.985,America/Denver
Depok - ID,2145400,-6.4,106.819,Asia/Jakarta
Dera Ismail Khan - PK,763195,31.8313,70.9017,Asia/Karachi
Des Moines - US,214133,41.6005,-93.6091,America/Chicago
Detroit - US,645705,42.3314,-83.0457,America/Detroit
Deyang - CN,735070,31.1302,104.382,Asia/Shanghai
Dezhou - CN,679535,37.4466,116.367,Asia/Shanghai
Dhaka - BD,10356500,23.7104,90.4074,Asia/Dhaka
Dhamar - YE,160114,14.5427,44.4051,Asia/Aden
Dhanbad - IN,1196214,23.7976,86.4299,Asia/Kolkata
Dhankuta - NP,22084,26.9833,87.3333,Asia/Kathmandu
Diego Martin - TT,25370,10.7208,-61.5662,America/Port_of_Spain
Dien Bien Phu - VN,84672,21.386,103.023,Asia/Bangkok
Diffa - NE,54082,13.3154,12.6113,Africa/Niamey
Dihok - IQ,340900,36.8661,42.9879,Asia/Baghdad
Dijon - FR,158002,47.3134,5.01391,Europe/Paris
Dikhil - DJ,32801,11.1045,42.3697,Africa/Djibouti
Dili - TL,150000,-8.55861,125.574,Asia/Dili
Dimbokro - CI,70198,6.64678,-4.70519,Africa/Abidjan
Diourbel - SN,157554,14.6479,-16.2436,Africa/Dakar
Dipayal - NP,33968,29.2608,80.94,Asia/Kathmandu
Dire Dawa - ET,343000,9.59306,41.8661,Africa/Addis_Ababa
Dispur - IN,10812,26.1356,91.8007,Asia/Kolkata
Divichibazar - AZ,23248,41.2012,48.9871,Asia/Baku
Diyarbakir - TR,1791373,37.9136,40.2172,Europe/Istanbul
Djambala - CG,15372,-2.53806,14.7541,Africa/Brazzaville
Djelfa - DZ,265833,34.6728,3.263,Africa/Algiers
Djibouti - DJ,626512,11.589,43.145,Africa/Djibouti
Djougou - BJ,94773,9.70853,1.66598,Africa/Porto-Novo
Dnipro - UA,968502,48.4666,35.0407,Europe/Kyiv
Doba - TD,70942,8.66389,16.8532,Africa/Ndjamena
Dobrich - BG,79269,43.5649,27.8314,Europe/Sofia
Dodoma - TZ,765179,-6.17221,35.7395,Africa/Dar_es_Salaam
Doha - QA,344939,25.2855,51.531,Asia/Qatar
Dolisie - CG,121000,-4.19834,12.6666,Africa/Brazzaville
Dolneni - MK,11534,41.4246,21.4546,Europe/Skopje
Dombivali - IN,1247327,19.2167,73.0833,Asia/Kolkata
Domzale - SI,13204,46.1377,14.5937,Europe/Ljubljana
Donetsk - UA,901645,48.023,37.8022,Europe/Kyiv
Dong Ha - VN,164228,16.8163,107.1,Asia/Bangkok
Dongguan - CN,9644871,23.018,113.749,Asia/Shanghai
Dongola - SD,56167,19.1816,30.4769,Africa/Khartoum
Dongying - CN,998968,37.4627,118.492,Asia/Shanghai
Dorado - PR,13117,18.4588,-66.2677,America/Puerto_Rico
Dori - BF,46512,14.0341,-0.03261,Africa/Ouagadougou
Dortmund - DE,588462,51.5149,7.466,Europe/Berlin
Dosso - NE,79406,13.049,3.1937,Africa/Niamey
Douala - CM,1338082,4.04827,9.70428,Africa/Douala
Douglas - IM,26218,54.15,-4.48333,Europe/Isle_of_Man
Dover - US,39403,39.1582,-75.5244,America/New_York
Drammen - NO,105042,59.7439,10.2045,Europe/Oslo
Dresden - DE,556227,51.0509,13.7383,Europe/Berlin
Drobeta-Turnu Severin - RO,79865,44.6269,22.6529,Europe/Bucharest
Drochia - MD,16080,48.0369,27.8124,Europe/Chisinau
Dubai - AE,3790000,25.0772,55.3093,Asia/Dubai
Dublin - IE,1024027,53.3331,-6.24889,Europe/Dublin
Dubrovnik - HR,26922,42.6412,18.1091,Europe/Zagreb
Duesseldorf - DE,620523,51.2217,6.77616,Europe/Berlin
Duezce - TR,194097,40.8389,31.1639,Europe/Istanbul
Duisburg - DE,504358,51.4325,6.76516,Europe/Berlin
Dundo - AO,177604,-7.36643,20.8156,Africa/Luanda
Dunedin - NZ,131800,-45.8742,170.504,Pacific/Auckland
Durazno - UY,33926,-33.3806,-56.5231,America/Montevideo
Durban - ZA,3338026,-29.8579,31.0292,Africa/Johannesburg
Durres - AL,195920,41.3235,19.4547,Europe/Tirane
Dushanbe - TJ,679400,38.5358,68.779,Asia/Dushanbe
Dutse - NG,17129,11.7562,9.33896,Africa/Lagos
Dzaoudzi - YT,15339,-12.7834,45.2569,Indian/Mayotte
Dzuunmod - MN,16953,47.7069,106.953,Asia/Ulaanbaatar
E'zhou - CN,668727,30.3961,114.887,Asia/Shanghai
Ebaye - MH,15000,8.77479,167.739,Pacific/Kwajalein
Ebebiyin - GQ,24831,2.15218,11.3301,Africa/Malabo
Ebolowa - CM,101363,2.9,11.15,Africa/Douala
Ecatepec de Morelos - MX,1645352,19.6049,-99.0606,America/Mexico_City
Ed Damer - SD,103941,17.599,33.9721,Africa/Khartoum
Edinburgh - GB,514990,55.9521,-3.19648,Europe/London
Edinet - MD,22872,48.1732,27.3008,Europe/Chisinau
Edirne - TR,180002,41.6772,26.556,Europe/Istanbul
Edmonton - CA,1010899,53.5501,-113.469,America/Edmonton
Eger - HU,53876,47.9027,20.3733,Europe/Budapest
El Bayadh - DZ,85577,33.6832,1.01927,Africa/Algiers
El Daein - SD,264734,11.4619,26.1258,Africa/Khartoum
El Fasher - SD,252609,13.6279,25.3494,Africa/Khartoum
El Kef - TN,53596,36.1742,8.70486,Africa/Tunis
El Meghaier - DZ,39106,33.9514,5.92222,Africa/Algiers
El Menia - DZ,57344,30.5756,2.88417,Africa/Algiers
El Obeid - SD,393311,13.1842,30.2167,Africa/Khartoum
El Oued - DZ,186525,33.3561,6.86319,Africa/Algiers
El Paso - US,678815,31.7587,-106.487,America/Denver
El Tarf - DZ,13346,36.7672,8.31377,Africa/Algiers
El-Tor - EG,38285,28.2417,33.6222,Africa/Cairo
Elazig - TR,443363,38.6743,39.2232,Europe/Istanbul
Elbasan - AL,100903,41.1114,20.0822,Europe/Tirane
Eldoret - KE,475716,0.52036,35.2699,Africa/Nairobi
Elista - RU,106971,46.3079,44.2554,Europe/Moscow
Embu - KE,64979,-0.53987,37.4574,Africa/Nairobi
Encamp - AD,11223,42.5347,1.58014,Europe/Andorra
Encarnacion - PY,74983,-27.3318,-55.8666,America/Asuncion
Enugu - NG,950000,6.44132,7.49883,Africa/Lagos
Erbil - IQ,1612700,36.1912,44.0094,Asia/Baghdad
Erdenet - MN,97814,49.0333,104.083,Asia/Ulaanbaatar
Erfurt - DE,213692,50.9773,11.0354,Europe/Berlin
Ermoupolis - GR,11351,37.4447,24.9429,Europe/Athens
Erzincan - TR,150714,39.7392,39.4901,Europe/Istanbul
Erzurum - TR,767848,39.9086,41.2769,Europe/Istanbul
Escuintla - GT,156313,14.301,-90.7882,America/Guatemala
Eskisehir - TR,789023,39.7767,30.5206,Europe/Istanbul
Esmeraldas - EC,218727,0.9592,-79.654,America/Guayaquil
Espargos - CV,24500,16.7552,-22.9446,Atlantic/Cape_Verde
Essen - DE,593085,51.4566,7.01228,Europe/Berlin
Esteli - NI,96422,13.0929,-86.3559,America/Managua
Evora - PT,55620,38.5659,-7.90405,Europe/Lisbon
Ewo - CG,11750,-0.8725,14.8206,Africa/Brazzaville
Fada - TD,17240,17.1919,21.5808,Africa/Ndjamena
Fada N'gourma - BF,73200,12.0616,0.35843,Africa/Ouagadougou
Faisalabad - PK,3800193,31.4155,73.0897,Asia/Karachi
Fajardo - PR,32124,18.3258,-65.6524,America/Puerto_Rico
